key,mac
6291,9A4D048B2233
23335,9AEC3E5A4187
94553,9AF8335CEB17
65711,9A163AED055E
81179,9A59CE7B83D7
70348,9ADF33A9A788
34828,9A4F01B0336A
94731,9A75AD0F73D7
491,9A661BE629E9
76896,9A282C6D56FA
99435,9A4239CB35DD
9544,9AEF029A3CE2
97043,9A0FB1EF7398
49639,9AA20144FBC3
71183,9A9856343BF1
36756,9A559EF3A2F4
13089,9A24022FBDA1
74270,9AC8BBF934A4
34348,9A585F68B04F
62859,9AEACEC3139C
56545,9AD734FC95D0
54470,9A2A3234C68B
40103,9A29F3FCBA8A
2431,9AB8DC8532F3
86648,9A6DB94BEAA9
3958,9AD0BC4FDE42
8104,9A484F5D64EE
86033,9AB4DF275018
82876,9AEFDCF0D845
49320,9A47282352C2
19306,9AB039598A95
84587,9ABF9B14AA78
63606,9A8867FD32A9
41298,9A133928DFE8
33460,9A1A2F70C88C
60923,9AD93C92C8E2
75827,9A1C3887A1AF
45021,9A33A350ED0C
64621,9AC7E7CE2374
1388,9A6B588F7C25
36686,9AA4DD13C823
31725,9A7C139134D7
80119,9AEA6B0DBFA6
55888,9AC2517E57F5
72743,9AEE3BBE8F41
39759,9ACDDDD4EE82
72970,9A7EAAF53CE1
95982,9A977B97DF56
19411,9AD0314C95E3
69948,9A53D3F331A5
13523,9ADEB7499DD3
6309,9A151F36027A
45007,9A50897159C4
21965,9AA1109030C0
70793,9ADE8239BC8B
52864,9A89BD619C32
17161,9AA50769DE3B
25860,9A461EBE9077
30164,9AF9FF68AF8F
12421,9A34871A772F
69456,9A53239407BF
97388,9A8D15D1B589
26527,9A046852B685
15853,9A932525B064
68886,9A390FA86A92
51465,9ABCD7B8B048
75602,9ADDFD43E11E
96548,9ABC76A62283
77290,9AE6E299F890
43655,9A711BCF7CE2
40836,9A959596A7FE
34160,9AC70E7ECBAF
44055,9A0DFE13DF70
13384,9A1FF007855B
5475,9A0C76C9761B
22222,9A57E0DE209B
7296,9AD3F8B4B0D2
40825,9ACF316DBB87
16507,9AE4A687634A
38646,9ADDA7CC9554
44803,9AE72361B847
25486,9ACC07E1C13A
64823,9A197BB4D771
77103,9AD28C4A4359
68857,9AEC45F5C2C8
98477,9AF13B614F31
94000,9AAC139593D8
47808,9A77908AE3AE
69904,9ABF201BA81F
92329,9A784C53DAE0
80216,9AE5AB2B3A5B
92732,9AAE520A6C39
65262,9A75269F6AAD
58651,9A7309A4FB86
68590,9A57B6A36084
51096,9A93AB686D91
37070,9ADEFD89F6E4
1150,9A3535F2588C
39998,9AAB0DB33105
77903,9A21AAB43089
95026,9A108CFBF2D4
9428,9AFC19038DFC
40021,9AB15FBD9B64
67018,9A145B18B316
46093,9A9EAB8A10BD
54211,9A5BA099734C
46641,9A34B3927A81
44297,9AD0A51424F2
2758,9AD050DF775A
21330,9A57BE70B642
1111,9AA4481ED0BE
47091,9AEDF0730BCF
58942,9AAF5C0B06B0
37078,9A6DAAA2FE0E
84987,9AAC7DBD67C4
29304,9A60D16EFA44
65234,9A35F7A96DEB
17331,9A6AB3C78858
15477,9A8BB5471C43
17869,9A6A6362D744
50573,9A662CDA41BB
51205,9A45BD79EFDD
41325,9A0FC6A7489D
97564,9AEF643BBE84
98422,9A51FA427DDF
66064,9A8C0E8B7063
21510,9A6153F0911F
80317,9AFB3E00FA08
43805,9A0484F10BD3
18075,9AA01FF336EB
61057,9A3C65318AA3
39234,9A93914E590D
91299,9AA1892860F9
28484,9A8FA3B05EDA
41833,9A827C3E5447
61552,9AB715A19504
59081,9AD0A43B1F76
35908,9A8C780B3B87
29857,9A7F8D2C3E71
33952,9AE4C757A2A6
29264,9A90E034BDFA
51523,9A87304E775B
37652,9A7081B11D88
58599,9A6BD19D17B4
94047,9A8A30EF2D4E
82211,9ADE0F8680E0
86352,9A1F32A36D5B
73775,9A0747F92A10
16155,9A22E014B250
4653,9A827CB1D9B8
18774,9A87FF752C53
39695,9AFACFFEF98B
6087,9AF96188F926
36858,9AAC124455A8
56020,9A705B90ABDB
87246,9A9BFBAB0077
11925,9A209498C5AB
51330,9A1F07438ACE
73003,9A3475BD8F25
11340,9AD22C03C0C1
93298,9A20A4A66A25
6932,9A9C7C258C2F
24539,9AAFADBDD22F
6830,9A8DE7CDEC2C
446,9A7153D2767B
83488,9AFC6093DA06
21917,9ABF9533410E
18053,9AF7171B3CBB
57685,9A9D6D83B37B
93183,9AE1B2A98C67
36950,9A38C8CB9290
53427,9AB84718B673
7889,9AD381F3E2A2
68916,9A3D7C0ED352
78590,9A5EA84995CA
80039,9AB02D371111
70996,9ADF03163814
42864,9ABE39068CA1
97063,9A4F8D794FCF
61962,9A14B0977D36
64871,9AF15B694F59
65032,9A2C015C41A3
84286,9A97DC13BAD7
31567,9AF656FFC6AE
36691,9AB36606589C
92492,9AA42F4AAFE8
46224,9AA6FB73DCE4
72191,9A880F229E69
52307,9AE844E153E8
73785,9AB5E7F4895E
30511,9A8D2447CE4B
1991,9A6EF36679B4
41378,9AD844652144
1725,9A559DC1CAE4
6248,9ADA46E58D47
74296,9A2B601512C7
92048,9AEFF0A3EE72
21940,9A22CB05D70E
3951,9A5A5A4D3538
93091,9A2A2E519353
62423,9A7E1A770327
37709,9AEA9E3D91F6
21247,9ABA493FF6AD
9176,9A4534D62A19
85829,9AC04E1F02B6
54597,9AC06F16A02D
83136,9A80FAF5EBE0
14831,9AA6782A4D63
84448,9A18825FF7D7
12690,9AA08AF61C4B
57492,9A7C5E481E26
12813,9A05CFC75DE2
32579,9AFBAF990FCA
91870,9AB1FFCA5868
83646,9AA7E1083228
4544,9A7F4575F608
17337,9A9E2E983410
60685,9A0D5C59894A
51375,9AE78DC70AB0
63649,9AA1D45A2080
9602,9A18B34A4F23
88706,9A75CA3E7D64
67475,9A579CCC6024
49369,9AA57FF2604A
6949,9A2DED953CA6
32376,9AD80974FE14
81299,9A30D9E89974
6100,9A1A1CA5760C
78847,9A424CFC8878
56870,9A4F1137B55A
47474,9A2910F779D5
79231,9A88C47206B2
17167,9A9E458A55CF
52208,9A1258B9926E
93373,9A3D708B96C7
32492,9AF4B7AB64F6
15744,9ACD0F420C5A
44668,9AF14101CADA
81227,9A519D6F24F7
98467,9AE4F6EE984A
68064,9A6E9C256C24
73442,9AD06A12839D
17131,9A8D0A2382D6
49025,9A7F344B6E65
28013,9A6F9FDBBE1D
93617,9A84FA011385
89995,9A329C73CFBB
84842,9A000C80CC75
3456,9A23B8822DF4
3630,9A248BD44CE2
11351,9A1147D59A9C
4526,9A50F1B273F7
19069,9A993234AC5F
86068,9A271A2DCC95
68815,9A59D3895BE7
29073,9A4BB0F80C2D
40471,9ACA0A8266F8
41580,9A425C79459D
53334,9A8EB73A8065
72755,9AF5BC4463E4
68551,9AA027FEF65B
94630,9A8CF24E4CBC
27820,9AD2CEFEF63A
29232,9A5BBD11A520
5511,9A5DD61D9D7F
57524,9A79731319BA
68980,9A685C9795E0
56370,9A55A0AAF204
21257,9A7EEE3234CA
14791,9AEB29376C07
12700,9A9EB335A105
11964,9A4194A19DD8
70766,9AD52F9A9F39
33821,9A4495BE5FD3
73232,9A346F0C9838
26819,9AFC421CCB65
25508,9A009CDC05BD
15726,9A2FEEE34F34
74542,9A3F906D180A
32868,9ADF781E36C7
83909,9A907BB5E86D
22096,9AB5722A66FB
24937,9A7B05E324C9
55749,9A176F52089E
7434,9AB1D089E86E
14746,9AFF20368F2B
66558,9AEADC13BE2D
66072,9A14D1314EB2
99218,9A67F5BE583B
16018,9AE87EF715D5
70800,9A0F72689521
91482,9A4665817087
57352,9A4F6CB62EFA
17571,9A54A4B5D998
66708,9A7206E21D85
51484,9AA92CA2DA54
57107,9A3CF712EA54
79628,9AEC2780324F
385,9A17AB3C0757
18652,9AEB62FAC530
3713,9AD855C13187
86980,9A0172C7E5F6
15872,9AEECEF1ECED
15928,9AA21C50755C
92236,9AC3CBC9DFBC
65394,9A31B57D546A
87602,9A222B9A68CB
94813,9ADD91965E30
63327,9A7BA43E8303
67387,9A299FA10096
44589,9A04C561A55E
65970,9AB518100E6B
69895,9A7A7B81A41E
26210,9ACD38DCCAC4
38286,9A33EF971D57
36204,9A2540DA5716
40010,9A8D06DFE02D
92836,9A186DB7321B
9718,9A8FEC11C2F6
36556,9A850471B71C
39481,9AA34CAA131F
39119,9A6FC224208B
83917,9AB32BD689BF
44269,9A552632D45C
76586,9AB80749182F
5661,9A7BE11F1233
85072,9A45AA87B2B5
78076,9A90BD9A1973
32324,9A9D631D0F35
65271,9A9E890977AB
16273,9A82E1129D8C
41120,9A200669BEF3
20564,9A2BB2ABB430
81871,9AB00721FB34
86843,9A2252DBF268
47038,9A010440FD16
96339,9A616ACAA5FF
28682,9ADC34915952
85888,9AE22F41D3A8
76771,9A702E52C94D
86069,9A24357F8C62
64069,9A89F1928F14
40969,9A8C09012DF1
96775,9A3CB170DB71
43521,9ACA50D9AA72
57095,9A87DF949AD1
23764,9A6D6632967E
22927,9AC4F1AF6644
69932,9A33E22ACDD3
78843,9ADB88FB8B03
74662,9AED3C08E74A
60586,9A35AAB40B3D
22794,9AF377B4774D
41496,9A94AFFCDFF4
41078,9AF8059EA008
69154,9A5C5F8458A4
1754,9AB7AE07F66B
33175,9ACC97F553EE
22950,9A012F54D9C4
92994,9AACAF0E610E
36553,9AAD4D344971
73545,9A886DC893A1
18704,9AFDB5D37BFB
88418,9ACA92978803
1421,9AD3133D043B
77404,9A8D5E927941
17846,9AE884354301
48625,9A2A87360F93
13064,9AFD99C4B6F7
95954,9A17CCD90511
94213,9A18625BE306
70846,9AC47AEEC818
69214,9AB9DBD0EBF8
44087,9ACEB90DB018
58337,9AAA05AE1C7D
77916,9A37E2E6AF2C
847,9AED42FDD707
41922,9A81452943C2
60508,9A5AF5FAE7DB
63772,9AC02935F16A
54001,9AD595247E99
63142,9A01814E36D6
76552,9A411D4EB309
37583,9A1D7D701485
10856,9ACE273E1E3D
27313,9A43AFE0544E
30265,9A4B3B1D6E21
98933,9A632F001390
11712,9AB5C929E5D8
95751,9A4A1B881449
22256,9AECDCD4CCFC
13271,9A6FADA8A30A
61425,9A9588FC3A42
6914,9AEBAF487D5B
41585,9A8056B42BF6
99709,9A8F144F7AA3
57738,9A2F2F0C6BE5
38504,9AB2F1761111
71293,9A5B14D872EA
22918,9A395A33E597
31031,9A377C37E94A
99267,9A2616AC2BF7
57467,9AD113BB1D86
22645,9A5CF087C253
9459,9A235C631E54
77966,9A1CB240138E
66385,9AEDDDA76447
60442,9A0CC38568AC
9902,9AD2D3889DE9
44049,9A8A4096EE1D
27995,9A8E875197D1
56837,9AEB514D8ADF
58694,9A1AC27E643E
60830,9A65D6E61572
84923,9AC8918935BB
4128,9A4E597BFA09
71586,9A28D19C7CD7
82710,9AE2B8D6FDCE
54681,9A76F3A6F5D3
63825,9A1F52DFDA30
35297,9A91276EB0C6
43457,9A54E24963F1
69765,9A66908E5C63
42922,9A5A742DF72D
7666,9A7F16130ACF
59240,9AC45489393A
48610,9A4E15E5DA83
53348,9A81BD68B5CE
70892,9AC8343CDD4C
16489,9AF5C28C32B5
15763,9A75DE0AEB84
41713,9A5DC06A85C1
84867,9A65635808AB
14837,9A44F82D89F2
47692,9A329420250A
526,9A144A76CE53
52316,9AF608B1C256
85280,9A3F52A8E9AF
62969,9A9E3808E49F
1764,9AC82FA072F1
35373,9AF607A965E2
6669,9AA5E6F3A06D
45820,9A650F679E1F
90085,9AF46F747700
95487,9A1404EAAA49
84210,9A06AEE022B5
64191,9ACD720AC592
87823,9A8123110DE8
11543,9A34030B42D8
80537,9A8B4A6EBE3D
2081,9A2373685D72
27747,9A48AD49ED3F
11722,9ABB3E29F8D8
93271,9A2367CAA3DB
90483,9A3215073003
19736,9A1E073FAAB8
84107,9A37B13D1C97
54716,9A40EED21B84
59919,9A1BE508BF95
75747,9A23BD67131B
30308,9AAD7ACAE52D
27677,9AC72E3D7442
14612,9AB496631759
83084,9AA15ECC6AAA
60939,9A6A9981192E
7546,9AC1DAEB9DF8
27998,9ABDBAC892AC
7183,9AD4B1D04283
55089,9A97D54200A9
20458,9A947729D541
21924,9A9EA620E64D
47557,9AF55347A637
32163,9A2467C1F599
63889,9AEDD6AF0822
31989,9ADE5E9660AD
10875,9AFD167569B0
70544,9A370DBED238
58515,9A308D4DDD9B
54665,9AF62312A227
44704,9AC8B48485C3
68434,9A6FA7358CF7
54094,9A97D3724952
39416,9ACEB58FF41C
49634,9A6B7BD5ACA2
55417,9A67689B2BCF
69166,9A3AB1B8D6C7
73983,9A6724E64FA6
16615,9A022646E495
85304,9A2486758ADD
50324,9AF2EF5199C6
68085,9AD9B1941348
73246,9A8768F8B0F8
17357,9A0C0DB62E4C
88377,9AAF2B32EA26
22868,9A3D8B0BADBF
44920,9A0C99A17F60
73418,9A9E16239608
78708,9AAE0B927BFC
18983,9AD2B8656431
66581,9AA6AEECC556
21678,9A48D351A835
50926,9A7FA5F70A8B
82504,9A6FA2D23456
19429,9A31E22BE015
98730,9A851CE33D03
34911,9A29F91380E8
60150,9AF780E20EEF
55690,9AF7D04A758D
61484,9A4B9666777A
21264,9A263946CEAD
39366,9A4129B8E25C
57695,9AE6DA6F7B52
45498,9A89E5500782
53878,9AFD33578F81
55095,9AD4C7055A53
64631,9A18CBEBEA4F
56058,9AD2BB751778
98180,9AA8F17E2C3A
67307,9A20B30E8FB4
57737,9A36C7C4B771
68486,9A1730086ABC
8765,9AECC9E86523
86410,9A63C2392C09
50089,9A57A9635B98
26167,9A504567E477
8882,9ADA79A163B4
62738,9A257F41FBE9
42029,9AF53425B78A
74077,9A56BA1B49C5
67624,9A70371421CD
9948,9A60FCE5564A
73524,9A89D67F8B40
53485,9ACF7597A5AD
69608,9ADF02B0D882
29933,9A09EB27E02D
77653,9A36E8E69FE7
25152,9A779F22CBE4
2187,9A80C43963F1
12153,9ABAF132785E
8920,9AE46EBA801D
60704,9A5A3B00E028
24606,9A7FA1E80AB6
70830,9A32E6A59E3D
83615,9A6461C34680
74680,9AA3F6A05D7B
21229,9A8EA7DA773C
63744,9A1D196C9026
8780,9ACFFB31787C
51167,9A069D16977B
86567,9A011CBE146D
72472,9A00EB4C0043
18537,9AC4FBAA9313
89085,9AB1C9C5CE10
5229,9AA933275E9C
87459,9A0DE79922E7
87912,9A455373318A
39207,9A3F4A53BE40
90836,9A267118EDD2
8065,9A421080B7A2
95179,9A5F9A3CEBDC
92702,9AADB8495A5C
42651,9A6EFDBADC7B
9153,9A4661D3CA11
64472,9AF7064F4D0E
76086,9A5329E9A286
76314,9AB8F0A957B6
60210,9A6B11BFF89C
82849,9AF5AE33B9D6
69355,9AB09211688D
80380,9A0F8C67833A
93005,9AAF7D5C6BB1
82598,9A51D16A38C4
65978,9AA009C230F4
29365,9AD1A250A566
66812,9A91EAE94C63
70436,9AC43F6F9E21
3664,9A619382F324
12267,9AB6397FE34B
77931,9A1DAEA2B2E2
25049,9A106D4E9D42
23448,9A4F4C259794
41286,9A12C4632779
76282,9AC12BF9C7CE
99006,9AE941B08AAB
75920,9AE8DE0B6BFC
13419,9A9B72F9F4A8
91813,9A20E2AB7B67
54261,9A8DA9461C9E
39542,9A4623AFD7C4
79105,9A29CB700A97
18308,9AE60AB88F86
38062,9A421D79B74A
86204,9A91F949AA52
70721,9A74B01008AB
81361,9AEFFBBCD579
69975,9A867DA6EF47
35477,9A3D525704EC
75923,9ACC06D33C55
76152,9A7750FDE2EF
66456,9ADEBA29188C
91012,9AACBE8CE3FC
59526,9A2C7626089E
27352,9ABDFB72E990
46052,9A5817CF5EC2
28076,9A8C99E770BF
91210,9A6E2766D70E
97861,9AAFAE918776
91698,9AC6A3284730
45342,9AD06B0C704C
31701,9A72BABD7C38
94627,9A369132DB35
56959,9A39A72A79A5
96556,9A5D5312D29E
97651,9AC696792D63
89151,9A49614CA084
61701,9A6D81E1C81A
24765,9A19319D50B1
83628,9AE5EA024315
37213,9ABA9FF7F333
18905,9A8969CACF75
9690,9AA94FA9803C
82077,9AC8D1A6E3C2
70928,9A6E5F2EBA26
94648,9A5081201108
60142,9A4D75EC0D6F
34382,9A962840B0AA
41088,9AC15199B0D7
1400,9AB5CB1C5972
9752,9AB06BD8785B
34442,9AC07C43DBC7
35834,9ADBD050D853
98391,9AF87E0C2F88
21052,9AF8A558C317
92654,9A5FEC1E8E2F
43168,9A1CF4309334
85087,9AB0C7EC23F2
88384,9AA59A38D1DD
69495,9A11F23FBC33
57164,9AB454BDF92C
82385,9AE627CFAAC8
55841,9A960ED22A11
38862,9A811913BFC5
66444,9A004B0171E7
67600,9A04DCCEF013
23873,9ACCD3F874B0
28910,9A895AEE8EC7
60312,9A8B03F1F0A5
70480,9AA87BCDE640
25897,9AB8A5291885
1308,9A307B98D8E2
6670,9A32C6580B89
7177,9A67073528AC
36346,9A576BB3F24F
61328,9A3B4ADE665F
99340,9A3A76A4785C
17842,9A85F2D2766E
14406,9A1BA4E856AE
75612,9AB7E0E1344A
90761,9A981997077B
36849,9A17BF00DD80
52654,9A756AA59EE1
57380,9AB1EA587155
87152,9AA35F99EC38
78015,9A675BAA7DDB
34472,9ABE45189609
79358,9A156EB41630
25201,9A7865C83883
26052,9AEFBA400F7E
31071,9AB27E6813AA
47332,9A27AEDD97E4
72603,9ACDC8D74064
26747,9A81DB71B18E
98232,9AFD7F95B2C5
16058,9AE9AFB3492F
39736,9AB164F5C739
61932,9A24D10B6BB9
81893,9ACBB3739C9F
19103,9AD68FAD5BFF
89988,9A6E673832B1
45740,9A22DCC5A62D
58442,9A06EA91B546
88891,9A2665270AB7
35761,9A5BFB3B9308
27870,9A8D4A05C5B0
44314,9A665418299F
80401,9AC5B4B9A61F
77665,9AC461D7F68F
25041,9A449C42B1CC
27912,9AB713633049
32715,9A7EA0B46B6D
37808,9AD635C1A0F8
54839,9A8FC3B310B1
98015,9AE01336BBFA
47582,9AE1733D529F
77573,9A9D31B5C599
95292,9A7F7E31076E
11347,9A3EE9DADDF4
86120,9A3EAA615C49
62726,9AA5368923DD
31819,9A956748DDEC
23672,9A530F128CE5
50675,9A6933E9A96C
68029,9A5E6924F1FA
96139,9AF8CEC79240
89511,9A7E38AC672B
17903,9A6C62E7925D
96146,9A77E239EAF4
78373,9AEC5B651CD7
43139,9AEED78A6460
94768,9A054217F57F
18010,9A5DF6B79075
52988,9A99B21A2115
96901,9A6EF8646FCA
12374,9A76A2106B88
44957,9AAC8F0A3C99
56678,9AEEA276DFBF
62661,9A87C9CEBB35
70519,9A44D4F11979
16929,9A18B24044FA
46772,9AE65ABC03F2
54550,9AB45428545A
888,9AFD45DBED1A
55062,9AAD439FFD33
37794,9AEB16A52382
45660,9A8975749105
19527,9A0A58F8B800
28765,9A71165E0668
33646,9A1C9801223F
21191,9A915F41921F
76159,9AEFB0CD64BD
64504,9AAA06127EAA
2440,9A0692D3DDAC
55849,9AEB31CA62D1
25005,9A38F32A3472
73333,9A1B6267259B
22475,9A52D34226A7
56722,9A515B55D490
76613,9AB2C8499A0C
4326,9AEA6BC9916D
83978,9AF2686C80C0
94787,9A04E91C5023
15960,9ADBC6793581
62928,9AD03DD40417
93702,9A09A4F396DB
93864,9ABF5128106B
40664,9AF3BB4D6EAB
61089,9A469DD8CE8B
89981,9A624552ADDF
12559,9A63A221C987
3944,9A9FA3716515
20913,9AB62A752A53
34016,9A5210F81A0B
93800,9A2C85FD028B
49631,9A2EAE8ACFEE
75005,9AE70C4709D9
38392,9A1F01F4427F
61152,9AB80ABAAA63
49223,9A2155B8E4B7
61140,9A1085D1D3F0
50462,9AC0A417A7A8
49416,9AFB7EE1CF0F
7286,9A4D5E2010BA
4692,9A0B97388CA8
52946,9A29B6CBE06E
19152,9AC29AD9604D
73300,9A6ADA9ECE93
65446,9A27BEF48CC8
80122,9A10C4153295
32666,9A218AC769FA
72242,9AC8EFA36534
74518,9A3B939D726D
83522,9AF99BFA49E3
10013,9AB5BF2CACFE
4755,9A18DFC62C2C
44081,9A4448735357
70310,9AF9B5AF642E
60363,9A71050D0015
47124,9A11799F39B2
53332,9AEEAEB8E891
48283,9A2E9F90E58F
92066,9AA55C11F527
37990,9A935ED57145
24439,9AA7542A3C04
571,9AA0048D5817
47554,9A16EF2F1A70
19416,9AF06FB460F4
41173,9A94E8F8B2F5
95366,9AA369001B2E
24272,9A0F52AE101E
15509,9AB66DE26561
98913,9A659CECA395
97708,9A1EF65580B8
63131,9A787B05F42C
25714,9A139FD9B1BD
92328,9A7A9995C7D6
86804,9A47C38D02E9
5701,9A35A6063C4E
10574,9AB484564C02
60135,9ADED922C381
27695,9A02CFE9B05A
21416,9A60A47850E5
82377,9AC865AE2AC9
92815,9A80F04A97B6
20291,9AFE409A1AAB
31857,9A16665BC435
28157,9ADB3893DC16
33765,9A27A17DC7FC
59366,9A86435C2C36
53592,9A493216B549
14205,9AE2AECAA439
18072,9A57BCA6B180
98761,9AF92E651E1A
69808,9AA2DA6EAE2B
2626,9AF3DE3FD635
76946,9A6B3ADFA50D
51240,9A8B8465912C
36419,9ACD0FEF472B
43329,9AE52F5CADBD
54978,9ABA061C2D8D
54434,9AF711ECFBAF
64675,9A8693F1C527
11773,9ABF7478F78A
96871,9AEBEFBB1B17
39164,9A8CB7A25683
10796,9AD5EDE6DE6F
23251,9A2E2F52F32C
24653,9A5BE42306AE
53847,9AE598DD19BA
65821,9A52835906A1
81114,9A45B44DBD30
36032,9A67B9CCBE36
87538,9A9E78ECBF52
72498,9A33CBF41EA2
41946,9A9981DD659F
65912,9A277E7C6D28
60911,9A1B42451D54
91108,9AD27C89528D
24391,9A7D301441C9
53171,9AB423601D93
28792,9ACFD5745887
10208,9AF154386F68
70452,9AAFBB7EC15C
36389,9A9BEF413110
22394,9A80D9BEAFF0
99451,9A6014070AF4
53917,9A1B1116DF30
9296,9A6BED0E1496
1496,9A77BDDA270F
88934,9A23E75EE38C
68015,9A24278487C4
4835,9A1C923D0F8D
55996,9AC4C224AB2A
66784,9A8EDEF3A5AE
28245,9A3A9AB4D7EE
50337,9A27541FAEC3
68559,9AF87EAA3969
57692,9ABCDD4F1D05
34000,9ADACD5FCEDB
94180,9A6F2FAF495D
86197,9AB5C2659730
60086,9A0B14F19BA0
60052,9A0BF249F622
297,9A6A4EE4E9C4
82836,9A5FD5E73142
21234,9A16FE012CD1
81215,9AB9736AF756
49619,9AD77E4E84D3
45906,9A11F7E1EA94
63460,9A721B32C8B7
11180,9AC65FAA187D
8887,9A1A8563D16E
27338,9A445D2E6AB6
62023,9AC25FD4D066
19842,9A835ED3134E
59898,9A1B22B00745
72544,9A3E79E1FFFC
37382,9AD522BFDDDD
87969,9A87E2581D5B
69460,9A65D896FBDC
96753,9A32F94FB126
8592,9A0F68E443B7
59495,9AF140255F2A
97810,9AE938A23FDE
82589,9AAC24E4F765
58746,9A59908294E7
53897,9A16FCDCC766
67602,9A0E4AF700D7
31173,9AAFE23F83E6
40952,9A36F02C276F
43563,9A5F4138922B
84830,9A0094E80E58
2709,9AD93EDD82FC
24253,9A42F38FD42E
65170,9A475133BE30
75134,9A4A2BECDEA0
51740,9AAE25BFE627
59165,9A92C78E020E
63920,9AE6F3AF3D52
58740,9A971C95CE72
88276,9A6902BC2384
63227,9ADD74456DF2
51595,9A165C37A47A
9536,9AC4819ADD82
41,9A99DDB1B520
98478,9AF925C8BAC1
94125,9A435F6FC31F
56997,9A13B4C5F5CD
48626,9AD09D3B4437
89813,9AEBF161A517
87537,9A92C1AC27F6
53023,9A5F82420A97
47357,9A32B21A9FA6
28064,9ABFF11EAA18
35992,9A842A6BA991
89827,9AA166D02E02
97594,9AEA081295C8
24288,9A485E8FC7DB
61023,9A74EA0F9730
75982,9A7EDBC817B9
68241,9ACB592CDBA0
82850,9AC2084F3123
4402,9AEFF6DD8926
63993,9A590A72E7F5
20645,9AD8EEFEA216
8616,9A2252C693EA
80251,9A24C3DB5E85
77302,9AD34B86BCBB
5376,9AAEB2569E71
19040,9AC8215F45BB
45407,9A3D8E4B5044
61215,9A0A56A1D419
95269,9A0AA42237F6
24568,9AEF600B174A
80385,9A8330EB5FEC
20437,9A5CF1D6F26A
39160,9A96E6F2C8AC
28494,9ADB856791B5
60716,9AE7AE58AF1A
89012,9ADDF8BF7D4C
32752,9AF631F97C0A
15870,9AB7447FA63D
51307,9A24C67E97F8
62861,9A39E94D01E8
45584,9AEA1045D2FF
94054,9A685238170A
53677,9A6AD0C3F1A0
82328,9A3B018BE84A
19091,9AB98509BB34
90346,9A6BADC9E5C1
52014,9A8032FCD968
67788,9A46F6F69D47
8237,9A40258C2FAD
33594,9A025AA98E4C
70115,9A50D65D25BE
23331,9A18F5FD8F0B
88466,9A5449B58912
94560,9A890FBFE6E1
58777,9AE69B407F5C
46313,9ABD053E2B40
3211,9A991A3A15A8
65181,9AC3529D1317
5200,9AA42A2817C1
67032,9A55667BEA8D
34653,9AC78B0C35C4
11583,9ADD80E0B6E2
93353,9AE27335B0F6
1179,9A11D2D833F8
47162,9A3BC5FE27F9
687,9A9FC2990E1C
72804,9A72427A9987
72040,9AEC25B6990B
66892,9A271D011C52
17143,9AFC69E2BF98
21543,9A12EE178519
65259,9A2EE40932F0
43880,9AFCAE7DD117
93492,9A648CBBFCB6
81087,9A1898FE837B
76592,9ACA77F9495A
68037,9ACA24BC8D1E
97956,9A30EC011DE0
62914,9A73AA1A4676
2041,9A7C5F5E9991
26140,9AC6896CB119
66697,9AC3DA51CF8B
57276,9A5BF30EF7BF
58817,9AC11EDAC26F
36214,9AAA70D40251
68027,9A3DA79B163F
45028,9AA0F530E054
37443,9AB451847FFE
37054,9A17D6126D74
78101,9A207A9162ED
44870,9ACC8AA5C018
96253,9ADB15E65F71
82262,9AB7413FFF38
67291,9AF77617F316
63526,9A7DE01EFE17
20537,9A9BAC381CB4
50488,9AB31E3EF5AB
70008,9A8E50457B6E
10371,9AA99D3AA58B
32223,9A9F1E6C8D96
58805,9A9309C8C3E7
11112,9AFDF7914F38
67580,9A969C10D066
90813,9AFA4748E33F
4574,9A543499220D
78964,9A9848CA7D29
83658,9A961BF99C82
14661,9AC2805ED3D8
92646,9A6C2D11D38E
47064,9A177FBA1663
19918,9A089B3A4B39
81882,9A5080CFA68A
89890,9A46920685E0
21347,9A9552531F04
43934,9AACD47BBB55
4696,9A31FF668D92
6049,9A4DCAE4E517
59584,9A7318D9A256
71302,9AF1CCDA01FD
78531,9AA1B126B20D
58914,9AB9EE1DDBB4
75721,9A4CC6BFD8F0
238,9AF7CBA51778
95211,9AEBDFA62E8F
69138,9A879984022B
38249,9AAA799A0156
23645,9A979B8ACEA2
98569,9AB6C4D6BB77
31941,9AC3B327B470
67417,9A0CC798AE17
59042,9A1424A12E34
93329,9AE3B67799A7
58536,9A416B715F89
14375,9A6EC657C036
93975,9A9E0EB23AF7
29777,9A34337FC59B
37814,9A468B274374
50838,9ABBAE4FF271
32996,9AC4463E6E94
8560,9AC71627DBBE
20554,9A0C26E118D1
98137,9AE3F3524025
19261,9AE6D64F3E27
49379,9A8DAB81F135
38883,9AF07E7779E8
27071,9A377DCE27E8
12455,9A9DAEBE9652
3379,9AE14CC903B7
8948,9A784791262B
56108,9A630D302E68
18835,9A92CA433E4E
26731,9AECBD9E1377
26708,9A80A27B8CE6
21584,9A22C09D370E
17478,9AB6E83C718D
88836,9AA7AE5A39F0
30135,9A28E9109348
52593,9A5D7011DD43
36378,9AD546833A38
91907,9A8ACF00EC1C
95286,9AAED1B7C2F3
72548,9A7097343F58
95941,9AB4F595A05F
30563,9AAE09EE4457
53056,9AD6462E19A2
28529,9AE06BC57FFD
69364,9A993F6E5F11
74279,9ADDBC9D0DF7
78742,9A225B6488E6
55061,9A97B3136680
74778,9A51FF350D1B
763,9A58B06C907E
